location,lat,long,alt,year,bloom_date,bloom_doy
Japan/Mombetsu,44.345,143.355277777778,15.8,1968,1968-05-09,130
Japan/Mombetsu,44.345,143.355277777778,15.8,1969,1969-05-10,130
Japan/Mombetsu,44.345,143.355277777778,15.8,1970,1970-05-11,131
Japan/Mombetsu,44.345,143.355277777778,15.8,1971,1971-05-18,138
Japan/Mombetsu,44.345,143.355277777778,15.8,1972,1972-05-07,128
Japan/Mombetsu,44.345,143.355277777778,15.8,1973,1973-05-14,134
Japan/Mombetsu,44.345,143.355277777778,15.8,1974,1974-05-17,137
Japan/Mombetsu,44.345,143.355277777778,15.8,1975,1975-05-24,144
Japan/Mombetsu,44.345,143.355277777778,15.8,1976,1976-05-13,134
Japan/Mombetsu,44.345,143.355277777778,15.8,1977,1977-05-14,134
Japan/Mombetsu,44.345,143.355277777778,15.8,1978,1978-05-11,131
Japan/Mombetsu,44.345,143.355277777778,15.8,1979,1979-05-24,144
Japan/Mombetsu,44.345,143.355277777778,15.8,1980,1980-05-22,143
Japan/Mombetsu,44.345,143.355277777778,15.8,1981,1981-05-13,133
Japan/Mombetsu,44.345,143.355277777778,15.8,1982,1982-05-16,136
Japan/Mombetsu,44.345,143.355277777778,15.8,1983,1983-05-03,123
Japan/Mombetsu,44.345,143.355277777778,15.8,1984,1984-05-28,149
Japan/Mombetsu,44.345,143.355277777778,15.8,1985,1985-05-12,132
Japan/Mombetsu,44.345,143.355277777778,15.8,1986,1986-05-08,128
Japan/Mombetsu,44.345,143.355277777778,15.8,1987,1987-05-09,129
Japan/Mombetsu,44.345,143.355277777778,15.8,1988,1988-05-15,136
Japan/Mombetsu,44.345,143.355277777778,15.8,1989,1989-05-18,138
Japan/Mombetsu,44.345,143.355277777778,15.8,1990,1990-05-07,127
Japan/Mombetsu,44.345,143.355277777778,15.8,1991,1991-05-09,129
Japan/Mombetsu,44.345,143.355277777778,15.8,1992,1992-05-13,134
Japan/Mombetsu,44.345,143.355277777778,15.8,1993,1993-05-20,140
Japan/Mombetsu,44.345,143.355277777778,15.8,1994,1994-05-12,132
Japan/Mombetsu,44.345,143.355277777778,15.8,1995,1995-05-09,129
Japan/Mombetsu,44.345,143.355277777778,15.8,1996,1996-05-29,150
Japan/Mombetsu,44.345,143.355277777778,15.8,1997,1997-05-13,133
Japan/Mombetsu,44.345,143.355277777778,15.8,1998,1998-05-01,121
Japan/Mombetsu,44.345,143.355277777778,15.8,1999,1999-05-18,138
Japan/Mombetsu,44.345,143.355277777778,15.8,2000,2000-05-26,147
Japan/Mombetsu,44.345,143.355277777778,15.8,2001,2001-05-14,134
Japan/Mombetsu,44.345,143.355277777778,15.8,2002,2002-04-30,120
Japan/Mombetsu,44.345,143.355277777778,15.8,2003,2003-05-11,131
Japan/Mombetsu,44.345,143.355277777778,15.8,2004,2004-05-13,134
Japan/Mombetsu,44.345,143.355277777778,15.8,2005,2005-05-26,146
Japan/Mombetsu,44.345,143.355277777778,15.8,2006,2006-05-18,138
Japan/Mombetsu,44.345,143.355277777778,15.8,2007,2007-05-21,141
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1956,1956-05-02,123
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1957,1957-05-07,127
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1958,1958-05-04,124
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1959,1959-04-25,115
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1960,1960-05-01,122
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1961,1961-04-29,119
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1962,1962-04-30,120
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1963,1963-04-26,116
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1964,1964-05-02,123
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1965,1965-05-10,130
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1966,1966-05-05,125
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1967,1967-05-03,123
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1968,1968-05-03,124
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1969,1969-05-04,124
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1970,1970-05-07,127
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1971,1971-05-05,125
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1972,1972-04-29,120
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1973,1973-04-28,118
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1974,1974-05-07,127
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1975,1975-05-01,121
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1976,1976-05-04,125
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1977,1977-05-07,127
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1978,1978-05-04,124
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1979,1979-05-06,126
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1980,1980-05-09,130
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1981,1981-05-01,121
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1982,1982-05-04,124
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1983,1983-04-25,115
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1984,1984-05-18,139
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1985,1985-05-03,123
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1986,1986-05-05,125
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1987,1987-05-01,121
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1988,1988-05-01,122
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1989,1989-04-20,110
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1990,1990-04-23,113
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1991,1991-04-30,120
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1992,1992-04-27,118
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1993,1993-04-28,118
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1994,1994-04-27,117
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1995,1995-04-28,118
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1996,1996-05-03,124
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1997,1997-04-27,117
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1998,1998-04-20,110
Japan/Aomori,40.8216666666667,140.768888888889,2.8,1999,1999-04-30,120
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2000,2000-05-03,124
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2001,2001-04-27,117
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2002,2002-04-16,106
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2003,2003-04-27,117
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2004,2004-04-21,112
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2005,2005-05-02,122
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2006,2006-05-06,126
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2007,2007-04-29,119
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2008,2008-04-21,112
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2009,2009-04-22,112
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2010,2010-05-02,122
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2011,2011-04-28,118
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2012,2012-05-01,122
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2013,2013-05-06,126
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2014,2014-04-25,115
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2015,2015-04-19,109
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2016,2016-04-21,112
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2017,2017-04-21,111
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2018,2018-04-22,112
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2019,2019-04-22,112
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2020,2020-04-21,112
Japan/Aomori,40.8216666666667,140.768888888889,2.8,2021,2021-04-17,107
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1953,1953-05-02,122
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1954,1954-04-26,116
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1955,1955-04-26,116
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1956,1956-04-27,118
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1957,1957-05-01,121
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1958,1958-04-27,117
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1959,1959-04-23,113
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1960,1960-05-01,122
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1961,1961-04-26,116
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1962,1962-04-26,116
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1963,1963-04-25,115
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1964,1964-05-02,123
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1965,1965-05-09,129
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1966,1966-04-30,120
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1967,1967-04-28,118
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1968,1968-04-29,120
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1969,1969-04-30,120
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1970,1970-05-07,127
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1971,1971-04-26,116
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1972,1972-04-28,119
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1973,1973-04-22,112
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1974,1974-05-01,121
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1975,1975-04-28,118
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1976,1976-04-28,119
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1977,1977-05-02,122
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1978,1978-05-01,121
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1979,1979-05-05,125
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1980,1980-05-05,126
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1981,1981-04-28,118
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1982,1982-05-01,121
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1983,1983-04-23,113
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1984,1984-05-23,144
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1985,1985-05-01,121
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1986,1986-05-02,122
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1987,1987-04-28,118
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1988,1988-04-30,121
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1989,1989-04-19,109
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1990,1990-04-18,108
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1991,1991-04-25,115
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1992,1992-04-24,115
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1993,1993-04-26,116
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1994,1994-04-26,116
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1995,1995-04-25,115
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1996,1996-05-02,123
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1997,1997-04-28,118
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1998,1998-04-19,109
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,1999,1999-04-27,117
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,2000,2000-04-30,121
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,2001,2001-04-24,114
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,2002,2002-04-16,106
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,2003,2003-04-25,115
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,2004,2004-04-19,110
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,2005,2005-04-29,119
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,2006,2006-05-02,122
Japan/Hachinohe,40.5272222222222,141.521666666667,27.1,2007,2007-04-29,119
Japan/Akita,39.7175,140.099166666667,6.3,1953,1953-04-29,119
Japan/Akita,39.7175,140.099166666667,6.3,1953,1953-04-29,119
Japan/Akita,39.7175,140.099166666667,6.3,1954,1954-04-22,112
Japan/Akita,39.7175,140.099166666667,6.3,1954,1954-04-22,112
Japan/Akita,39.7175,140.099166666667,6.3,1955,1955-04-23,113
Japan/Akita,39.7175,140.099166666667,6.3,1955,1955-04-23,113
Japan/Akita,39.7175,140.099166666667,6.3,1956,1956-04-26,117
Japan/Akita,39.7175,140.099166666667,6.3,1956,1956-04-26,117
Japan/Akita,39.7175,140.099166666667,6.3,1957,1957-04-29,119
Japan/Akita,39.7175,140.099166666667,6.3,1957,1957-04-29,119
Japan/Akita,39.7175,140.099166666667,6.3,1958,1958-04-29,119
Japan/Akita,39.7175,140.099166666667,6.3,1958,1958-04-29,119
Japan/Akita,39.7175,140.099166666667,6.3,1959,1959-04-17,107
Japan/Akita,39.7175,140.099166666667,6.3,1959,1959-04-17,107
Japan/Akita,39.7175,140.099166666667,6.3,1960,1960-04-27,118
Japan/Akita,39.7175,140.099166666667,6.3,1960,1960-04-27,118
Japan/Akita,39.7175,140.099166666667,6.3,1961,1961-04-23,113
Japan/Akita,39.7175,140.099166666667,6.3,1961,1961-04-23,113
Japan/Akita,39.7175,140.099166666667,6.3,1962,1962-04-24,114
Japan/Akita,39.7175,140.099166666667,6.3,1962,1962-04-24,114
Japan/Akita,39.7175,140.099166666667,6.3,1963,1963-04-21,111
Japan/Akita,39.7175,140.099166666667,6.3,1963,1963-04-21,111
Japan/Akita,39.7175,140.099166666667,6.3,1964,1964-04-23,114
Japan/Akita,39.7175,140.099166666667,6.3,1964,1964-04-23,114
Japan/Akita,39.7175,140.099166666667,6.3,1965,1965-05-08,128
Japan/Akita,39.7175,140.099166666667,6.3,1965,1965-05-08,128
Japan/Akita,39.7175,140.099166666667,6.3,1966,1966-04-25,115
Japan/Akita,39.7175,140.099166666667,6.3,1966,1966-04-25,115
Japan/Akita,39.7175,140.099166666667,6.3,1967,1967-04-28,118
Japan/Akita,39.7175,140.099166666667,6.3,1967,1967-04-28,118
Japan/Akita,39.7175,140.099166666667,6.3,1968,1968-04-24,115
Japan/Akita,39.7175,140.099166666667,6.3,1968,1968-04-24,115
Japan/Akita,39.7175,140.099166666667,6.3,1969,1969-04-29,119
Japan/Akita,39.7175,140.099166666667,6.3,1969,1969-04-29,119
Japan/Akita,39.7175,140.099166666667,6.3,1970,1970-05-01,121
Japan/Akita,39.7175,140.099166666667,6.3,1970,1970-05-01,121
Japan/Akita,39.7175,140.099166666667,6.3,1971,1971-04-29,119
Japan/Akita,39.7175,140.099166666667,6.3,1971,1971-04-29,119
Japan/Akita,39.7175,140.099166666667,6.3,1972,1972-04-22,113
Japan/Akita,39.7175,140.099166666667,6.3,1972,1972-04-22,113
Japan/Akita,39.7175,140.099166666667,6.3,1973,1973-04-23,113
Japan/Akita,39.7175,140.099166666667,6.3,1973,1973-04-23,113
Japan/Akita,39.7175,140.099166666667,6.3,1974,1974-04-30,120
Japan/Akita,39.7175,140.099166666667,6.3,1974,1974-04-30,120
Japan/Akita,39.7175,140.099166666667,6.3,1975,1975-04-25,115
Japan/Akita,39.7175,140.099166666667,6.3,1975,1975-04-25,115
Japan/Akita,39.7175,140.099166666667,6.3,1976,1976-04-28,119
Japan/Akita,39.7175,140.099166666667,6.3,1976,1976-04-28,119
Japan/Akita,39.7175,140.099166666667,6.3,1977,1977-04-27,117
Japan/Akita,39.7175,140.099166666667,6.3,1977,1977-04-27,117
Japan/Akita,39.7175,140.099166666667,6.3,1978,1978-04-30,120
Japan/Akita,39.7175,140.099166666667,6.3,1978,1978-04-30,120
Japan/Akita,39.7175,140.099166666667,6.3,1979,1979-04-25,115
Japan/Akita,39.7175,140.099166666667,6.3,1979,1979-04-25,115
Japan/Akita,39.7175,140.099166666667,6.3,1980,1980-04-28,119
Japan/Akita,39.7175,140.099166666667,6.3,1980,1980-04-28,119
Japan/Akita,39.7175,140.099166666667,6.3,1981,1981-04-27,117
Japan/Akita,39.7175,140.099166666667,6.3,1981,1981-04-27,117
Japan/Akita,39.7175,140.099166666667,6.3,1982,1982-04-24,114
Japan/Akita,39.7175,140.099166666667,6.3,1982,1982-04-24,114
Japan/Akita,39.7175,140.099166666667,6.3,1983,1983-04-19,109
Japan/Akita,39.7175,140.099166666667,6.3,1983,1983-04-19,109
Japan/Akita,39.7175,140.099166666667,6.3,1984,1984-05-05,126
Japan/Akita,39.7175,140.099166666667,6.3,1984,1984-05-05,126
Japan/Akita,39.7175,140.099166666667,6.3,1985,1985-04-23,113
Japan/Akita,39.7175,140.099166666667,6.3,1985,1985-04-23,113
Japan/Akita,39.7175,140.099166666667,6.3,1986,1986-04-25,115
Japan/Akita,39.7175,140.099166666667,6.3,1986,1986-04-25,115
Japan/Akita,39.7175,140.099166666667,6.3,1987,1987-04-21,111
Japan/Akita,39.7175,140.099166666667,6.3,1987,1987-04-21,111
Japan/Akita,39.7175,140.099166666667,6.3,1988,1988-04-28,119
Japan/Akita,39.7175,140.099166666667,6.3,1988,1988-04-28,119
Japan/Akita,39.7175,140.099166666667,6.3,1989,1989-04-15,105
Japan/Akita,39.7175,140.099166666667,6.3,1989,1989-04-15,105
Japan/Akita,39.7175,140.099166666667,6.3,1990,1990-04-13,103
Japan/Akita,39.7175,140.099166666667,6.3,1990,1990-04-13,103
Japan/Akita,39.7175,140.099166666667,6.3,1991,1991-04-22,112
Japan/Akita,39.7175,140.099166666667,6.3,1991,1991-04-22,112
Japan/Akita,39.7175,140.099166666667,6.3,1992,1992-04-22,113
Japan/Akita,39.7175,140.099166666667,6.3,1992,1992-04-22,113
Japan/Akita,39.7175,140.099166666667,6.3,1993,1993-04-24,114
Japan/Akita,39.7175,140.099166666667,6.3,1993,1993-04-24,114
Japan/Akita,39.7175,140.099166666667,6.3,1994,1994-04-24,114
Japan/Akita,39.7175,140.099166666667,6.3,1994,1994-04-24,114
Japan/Akita,39.7175,140.099166666667,6.3,1995,1995-04-23,113
Japan/Akita,39.7175,140.099166666667,6.3,1995,1995-04-23,113
Japan/Akita,39.7175,140.099166666667,6.3,1996,1996-04-30,121
Japan/Akita,39.7175,140.099166666667,6.3,1996,1996-04-30,121
Japan/Akita,39.7175,140.099166666667,6.3,1997,1997-04-22,112
Japan/Akita,39.7175,140.099166666667,6.3,1997,1997-04-22,112
Japan/Akita,39.7175,140.099166666667,6.3,1998,1998-04-16,106
Japan/Akita,39.7175,140.099166666667,6.3,1998,1998-04-16,106
Japan/Akita,39.7175,140.099166666667,6.3,1999,1999-04-20,110
Japan/Akita,39.7175,140.099166666667,6.3,1999,1999-04-20,110
Japan/Akita,39.7175,140.099166666667,6.3,2000,2000-04-25,116
Japan/Akita,39.7175,140.099166666667,6.3,2000,2000-04-25,116
Japan/Akita,39.7175,140.099166666667,6.3,2001,2001-04-18,108
Japan/Akita,39.7175,140.099166666667,6.3,2001,2001-04-18,108
Japan/Akita,39.7175,140.099166666667,6.3,2002,2002-04-12,102
Japan/Akita,39.7175,140.099166666667,6.3,2002,2002-04-12,102
Japan/Akita,39.7175,140.099166666667,6.3,2003,2003-04-21,111
Japan/Akita,39.7175,140.099166666667,6.3,2003,2003-04-21,111
Japan/Akita,39.7175,140.099166666667,6.3,2004,2004-04-16,107
Japan/Akita,39.7175,140.099166666667,6.3,2004,2004-04-16,107
Japan/Akita,39.7175,140.099166666667,6.3,2005,2005-04-28,118
Japan/Akita,39.7175,140.099166666667,6.3,2005,2005-04-28,118
Japan/Akita,39.7175,140.099166666667,6.3,2006,2006-04-26,116
Japan/Akita,39.7175,140.099166666667,6.3,2006,2006-04-26,116
Japan/Akita,39.7175,140.099166666667,6.3,2007,2007-04-23,113
Japan/Akita,39.7175,140.099166666667,6.3,2007,2007-04-23,113
Japan/Akita,39.7175,140.099166666667,6.3,2008,2008-04-15,106
Japan/Akita,39.7175,140.099166666667,6.3,2008,2008-04-15,106
Japan/Akita,39.7175,140.099166666667,6.3,2009,2009-04-19,109
Japan/Akita,39.7175,140.099166666667,6.3,2009,2009-04-19,109
Japan/Akita,39.7175,140.099166666667,6.3,2010,2010-04-28,118
Japan/Akita,39.7175,140.099166666667,6.3,2010,2010-04-28,118
Japan/Akita,39.7175,140.099166666667,6.3,2011,2011-04-27,117
Japan/Akita,39.7175,140.099166666667,6.3,2011,2011-04-27,117
Japan/Akita,39.7175,140.099166666667,6.3,2012,2012-04-26,117
Japan/Akita,39.7175,140.099166666667,6.3,2012,2012-04-26,117
Japan/Akita,39.7175,140.099166666667,6.3,2013,2013-04-29,119
Japan/Akita,39.7175,140.099166666667,6.3,2013,2013-04-29,119
Japan/Akita,39.7175,140.099166666667,6.3,2014,2014-04-24,114
Japan/Akita,39.7175,140.099166666667,6.3,2014,2014-04-24,114
Japan/Akita,39.7175,140.099166666667,6.3,2015,2015-04-15,105
Japan/Akita,39.7175,140.099166666667,6.3,2015,2015-04-15,105
Japan/Akita,39.7175,140.099166666667,6.3,2016,2016-04-19,110
Japan/Akita,39.7175,140.099166666667,6.3,2016,2016-04-19,110
Japan/Akita,39.7175,140.099166666667,6.3,2017,2017-04-19,109
Japan/Akita,39.7175,140.099166666667,6.3,2017,2017-04-19,109
Japan/Akita,39.7175,140.099166666667,6.3,2018,2018-04-20,110
Japan/Akita,39.7175,140.099166666667,6.3,2018,2018-04-20,110
Japan/Akita,39.7175,140.099166666667,6.3,2019,2019-04-20,110
Japan/Akita,39.7175,140.099166666667,6.3,2019,2019-04-20,110
Japan/Akita,39.7175,140.099166666667,6.3,2020,2020-04-15,106
Japan/Akita,39.7175,140.099166666667,6.3,2020,2020-04-15,106
Japan/Akita,39.7175,140.099166666667,6.3,2021,2021-04-07,97
Japan/Akita,39.7175,140.099166666667,6.3,2021,2021-04-07,97
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1953,1953-05-03,123
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1954,1954-04-26,116
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1955,1955-04-27,117
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1956,1956-04-28,119
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1957,1957-05-02,122
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1958,1958-04-29,119
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1959,1959-04-21,111
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1960,1960-04-29,120
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1961,1961-04-25,115
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1962,1962-04-25,115
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1963,1963-04-21,111
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1964,1964-04-23,114
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1965,1965-05-08,128
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1966,1966-04-25,115
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1967,1967-04-28,118
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1968,1968-04-23,114
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1969,1969-04-29,119
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1970,1970-05-01,121
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1971,1971-04-28,118
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1972,1972-04-25,116
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1973,1973-04-23,113
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1974,1974-05-02,122
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1975,1975-04-28,118
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1976,1976-05-01,122
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1977,1977-05-01,121
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1978,1978-05-02,122
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1979,1979-04-28,118
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1980,1980-05-04,125
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1981,1981-04-28,118
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1982,1982-04-26,116
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1983,1983-04-22,112
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1984,1984-05-09,130
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1985,1985-04-29,119
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1986,1986-05-01,121
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1987,1987-04-30,120
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1988,1988-04-30,121
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1989,1989-04-18,108
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1990,1990-04-21,111
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1991,1991-04-24,114
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1992,1992-04-26,117
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1993,1993-04-27,117
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1994,1994-04-25,115
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1995,1995-04-28,118
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1996,1996-05-01,122
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1997,1997-04-28,118
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1998,1998-04-16,106
Japan/Morioka,39.6983333333333,141.166111111111,155.2,1999,1999-04-23,113
Japan/Morioka,39.6983333333333,141.166111111111,155.2,2000,2000-04-29,120
Japan/Morioka,39.6983333333333,141.166111111111,155.2,2001,2001-04-18,108
Japan/Morioka,39.6983333333333,141.166111111111,155.2,2002,2002-04-16,106
Japan/Morioka,39.6983333333333,141.166111111111,155.2,2003,2003-04-21,111
Japan/Morioka,39.6983333333333,141.166111111111,155.2,2004,2004-04-17,108
Japan/Morioka,39.6983333333333,141.166111111111,155.2,2005,2005-04-27,117
Japan/Morioka,39.6983333333333,141.166111111111,155.2,2006,2006-04-30,120
Japan/Morioka,39.6983333333333,141.166111111111,155.2,2007,2007-04-29,119
Japan/Morioka,39.6983333333333,141.166111111111,155.2,2008,2008-04-17,108
Japan/Morioka,39.6983333333333,141.166111111111,155.2,2009,2009-04-18,108
Japan/Morioka,39.6983333333333,141.166111111111,155.2,2010,2010-05-02,122
Japan/Morioka,39.6983333333333,141.166111111111,155.2,2011,2011-04-29,119
Japan/Morioka,39.6983333333333,141.166111111111,155.2,2012,2012-04-28,119
Japan/Morioka,39.6983333333333,141.166111111111,155.2,2013,2013-05-02,122
Japan/Morioka,39.6983333333333,141.166111111111,155.2,2014,2014-04-21,111
Japan/Morioka,39.6983333333333,141.166111111111,155.2,2015,2015-04-16,106
